new iteration,
new iteration,
930.5252599,571.9230089
1804.808681,605.5269664
1810.080741,1083.088739
5911.710966,616.3469578
5923.667705,1152.8334
5424.859073,3275.994496
4273.77909,5306.480385
8978.295625,944.5617991
10075.29879,1393.993017
7311.939625,4586.045997
10373.50946,1986.77571
10457.4582,2285.597466
11563.88564,1982.665297
9185.579116,4827.846512
4407.920725,10117.48866
12544.12633,2544.699044
12705.36373,2971.645398
13669.65555,2330.312852
15104.53507,1875.548702
16130.33864,1164.2574
16979.26985,764.0216341
17399.93624,786.543351
11228.03737,7381.833329
17568.81302,1573.305906
new iteration,
1616.496749,592.7826651
1690.522266,828.2977266
2059.7543,2570.226258
4202.454188,853.6916279
2388.400946,3027.725041
5390.739995,719.0223205
5438.167873,974.2038647
5557.983654,1193.247777
6527.700027,772.3149259
6631.231431,1247.136681
7899.443859,715.571298
7740.364676,2255.773235
12421.80801,4235.926465
14963.66371,2414.243437
17931.41397,484.1782775
new iteration,
1987.204969,602.5216921
625.3288668,2438.614992
3812.654516,725.19417
4715.585647,617.7024884
6065.500003,1370.963441
2396.914856,5481.521399
2543.208874,5775.171402
5761.166778,2886.801195
8639.290885,487.1631323
9239.224117,2720.809189
11641.35093,1404.932001
10618.98064,2870.850228
9172.530603,4706.231532
15160.70051,491.1860398
11431.54826,4536.891837
15466.88983,863.7514817
17202.13496,665.7312399
15942.42005,4786.196271
15829.08396,5857.272764
new iteration,
91.10083961,697.4062963
1849.012652,714.1473467
2663.647692,1099.383377
668.507136,3972.178693
2506.944533,2591.764311
6272.221648,652.6861422
6711.286942,551.0047189
7459.358359,706.1215726
5689.437305,3063.805009
8433.229203,748.2772429
8601.478542,860.9160218
8925.530067,1329.131552
9061.506446,1780.768691
9776.116354,3484.271483
8844.139692,4951.137049
13140.38784,1172.857559
13898.23797,834.7516387
14835.09215,512.0742372
15044.00395,647.8597202
15227.16639,1046.357911
17712.31168,683.3618726
new iteration,
516.4639806,432.6063075
966.0572599,554.80919
1297.722728,618.8845413
1487.529142,934.4183712
2525.080439,836.0345446
3677.711295,599.0053379
1585.796899,3268.74945
6468.332813,707.1482239
7047.724437,447.2690323
8077.994938,1469.417554
7810.63719,2457.521657
7959.712831,2648.531972
10401.99423,576.8619023
10565.90895,799.8716467
13842.78525,1077.039862
13059.0536,2281.027961
13822.76316,2388.924671
16091.68783,650.6685168
17092.04556,813.3060385
15069.94035,4142.230867
new iteration,
1620.775853,545.6110078
2203.882324,892.0129447
2786.609589,899.1712254
1824.742087,2602.666551
4883.633321,701.2731651
6022.747546,2412.613149
9053.984654,933.4417987
9535.611726,1047.590718
8599.085492,2448.436572
7221.077142,4348.23762
11244.16502,769.5006486
13899.27683,475.8817897
15573.19753,910.4668638
16170.14582,912.9807347
14938.04956,2627.408549
17432.78146,863.3390429
17801.06764,1008.073622
15343.27261,6041.513068
new iteration,
1418.1041,585.4576924
3615.975704,462.8876401
4140.053733,604.8388852
6112.223439,2290.426727
8722.439243,570.1977019
13347.78025,2686.407354
14858.63126,2270.696709
15914.18761,2184.902934
17698.91743,998.5332615
new iteration,
1273.999532,481.0845581
1424.924718,883.8684103
2358.67341,579.6569635
3267.406655,683.957421
5781.678206,488.7302011
5175.617555,2285.132255
8402.379045,492.5336434
8562.754276,1214.164654
9470.832517,739.3724269
9577.985967,1179.491819
8542.800806,2752.963934
11555.28626,2295.706776
14581.42815,645.5277935
15421.53137,551.9527249
new iteration,
1835.78263,2374.289551
3845.269614,635.5676325
1918.17387,2905.538764
4090.072181,1319.377494
4877.851547,999.6769798
8248.769059,714.0375508
8385.249589,947.0616284
8392.442313,1503.524485
8398.839123,1963.5575
8677.337145,2223.474926
11031.99645,432.788492
11751.49855,642.9511201
11827.12256,943.4334277
11913.01099,3017.932839
15415.23946,692.7860641
14116.88292,2421.142988
12628.93248,4967.512114
17208.62647,924.2239307
17540.864,895.1239673
17995.09923,1008.25566
15821.66524,3731.355218
new iteration,
1283.697578,513.2065336
1941.880731,1098.743708
749.5033054,2598.952394
3164.96942,667.8169872
1676.904112,2671.090877
57.18945566,4622.402824
3933.37578,1213.315306
6670.903799,498.5144643
8192.037508,470.7957219
8206.599855,1028.555811
10400.78677,502.0230776
8329.801049,3040.94984
10913.04722,952.0598171
8426.115101,3867.412704
9443.913412,3158.076316
11974.83315,1070.661181
12991.29061,601.8496692
15350.23066,532.413086
17714.06816,681.4170184
17762.02426,964.4471227
new iteration,
2333.98863,686.4055199
4136.789811,460.4982966
5019.532788,662.0195762
4391.379757,3987.875681
8655.19625,983.9765934
9449.489054,558.414822
10695.97332,622.1309535
12033.98692,600.7433224
12091.0792,925.6105918
8567.540667,4933.13953
12360.41619,1611.710587
9519.172844,4887.155165
13509.80217,1299.884402
14938.07451,1427.056483
15020.02967,1906.995158
15249.90108,2199.280427
15280.37764,2504.557387
16414.9549,1704.97138
14203.03911,4407.445845
16807.02483,2164.828154
14503.80438,4862.591064
17316.69677,2506.287902
new iteration,
453.8136894,441.7516161
3435.349609,497.8345609
1918.801531,2463.614176
2931.195782,2250.719125
6739.214198,674.4622798
8022.721064,2350.010868
12066.03264,682.6579541
12852.2774,1006.58923
11581.65825,2751.57981
12238.60659,3186.341177
11954.58978,4691.406751
new iteration,
491.3601986,547.4125605
1665.220907,656.9747945
4208.071545,467.5066001
2811.745823,2612.170264
5484.656649,879.3745377
4424.490942,2384.628043
6470.454361,671.8993998
5209.687397,2567.096819
9125.504891,705.1232641
8240.915183,2126.578206
9982.973934,734.4611952
8528.614121,2557.483861
10597.43513,828.5142783
12689.2176,507.2422309
11897.15388,2930.974077
13624.42002,2565.785176
15663.40679,1047.526139
16052.23735,1252.468203
16727.74429,1019.493483
17167.94579,1140.888456
new iteration,
669.0293196,601.2376419
1721.981355,562.5883166
3570.220434,562.8844252
4013.104859,1064.3639
4540.766988,839.1357466
5797.271584,835.8199256
3679.108353,4354.36851
8205.098212,950.4142252
8623.808536,1067.994775
6126.289366,4787.603376
10965.16792,436.640769
9571.803311,3209.7953
11551.1374,2723.938735
13484.22908,1813.447837
14852.67968,1860.929415
9146.933548,7909.378517
15663.57657,1981.637682
13395.80997,4658.252722
12661.59861,5825.683677
17472.94963,1887.75858
14726.99802,5729.749889
17934.06269,3815.999899
new iteration,
679.5072829,943.931262
411.6987113,2298.731812
2464.578022,833.51488
2958.804151,824.1634593
3387.084718,1204.791954
4979.041089,597.7919871
1641.433264,4265.169466
5913.420079,571.7140685
6450.390577,2600.212315
7729.135416,2556.076259
10586.3661,496.1310439
9331.100661,2122.785442
9703.967721,2821.731592
13584.85041,659.994298
17470.97114,1219.467638
16310.95463,2690.453796
17968.10733,1492.747849
16367.0311,3674.630452
16637.5643,3830.585954
17279.51033,5379.484266
new iteration,
1239.572261,435.8372528
3897.566877,513.3083814
4388.308231,596.4926461
4447.452617,1134.707637
3145.256876,2911.311544
5375.650691,1146.552077
7013.929994,647.9846465
7069.187568,910.281098
8582.257737,641.7577835
9043.425125,700.7130991
11231.23435,484.4452138
11671.7992,757.0627515
12649.14991,490.3365482
14279.09408,466.1683231
13736.97649,2459.204657
15605.52502,913.9126221
17699.36229,2281.093624
new iteration,
2050.105137,465.8029463
1206.994429,2319.909506
5029.537434,420.872395
4128.232538,2274.013421
6012.122122,819.6070322
884.4502522,6835.629979
7412.601483,616.3008605
9063.380135,502.2119917
9411.47055,562.39741
9766.962781,612.0252264
9848.003318,965.0219007
6107.303715,5055.40792
11149.67677,684.2607684
12618.25196,2367.721264
16274.47011,638.3812814
16788.6729,668.7741076
15838.78172,2403.232229
new iteration,
1126.76782,2271.103474
2963.337527,753.7802766
5118.625554,652.8558734
1481.010842,4859.49904
5910.11541,950.4464376
8300.901591,606.1246205
6086.004006,3280.822758
6509.12796,3389.268026
9600.281629,1071.274062
10908.12146,1239.76003
9142.180122,3582.999135
10165.12133,3001.501807
10773.70279,3512.658528
12526.35384,3026.550441
15043.59254,847.9806034
15432.90429,797.2206778
16279.04051,604.6171488
16950.07089,716.2755237
16982.67626,1007.130408
17475.58055,1108.200165
new iteration,
408.1188043,707.1217225
1738.18598,571.1262142
2103.885507,624.4010113
2399.956751,696.0901962
2608.286518,910.7159783
3399.002497,854.9131912
4133.915688,1064.913444
4240.087348,1374.092349
3824.215147,3182.155243
4422.519676,3405.931281
7433.495385,742.7405397
2910.974829,5616.245896
9930.681264,658.0055251
10370.31649,1336.799286
10468.68679,1790.723982
8794.335224,3987.815064
10018.54976,3184.72746
14777.24135,837.7864658
14782.97985,1242.000633
14597.05233,2971.483207
17596.58542,429.3438406
15626.59461,2709.823808
15903.34842,2892.905898
new iteration,
596.8429564,632.8074211
849.8344399,934.9375432
1591.219832,691.8632751
2526.166737,2824.94591
4439.785222,2003.66847
5392.390385,2553.357953
3882.055101,5541.142764
4277.571322,5842.749859
6741.12232,3812.40486
7409.05301,4688.708457
3637.790274,9322.058055
9227.261796,4155.531434
5406.919593,8434.943361
5418.653893,8853.853779
6042.021766,8791.141367
11376.75017,3891.745494
11871.85967,3722.069902
13392.13979,3421.634983
14322.40303,3841.120422
14334.42236,4413.036733
15879.88348,3257.283484
16100.84149,3553.905976
16455.69511,3621.625416
6742.084555,13668.80752
4407.713221,17080.8318
4448.630155,17513.07398
14322.31388,8177.116224
17173.71978,5725.161599
new iteration,
627.5958098,703.9737319
1456.460522,1374.580164
2112.369398,1263.131742
1137.334434,3559.765942
4376.095966,1624.942851
4870.107993,1550.826553
4959.758157,1883.980844
2271.08124,4889.447238
5318.696044,2304.754202
2878.014253,5196.688419
3120.023026,5825.828025
6803.655841,2514.644423
1352.397045,8408.966074
7347.896622,3012.316745
8201.784558,2831.679223
8312.473891,3123.900153
8525.851373,3476.361299
6008.835703,6576.104711
10144.38934,3254.613151
11693.94171,2621.482494
11796.98289,2864.095501
7951.353108,7255.877455
12433.04796,3227.140973
12803.83299,3265.797343
10072.66329,6591.614642
14305.65334,2949.243468
11650.23547,6064.613906
15942.84559,2817.172966
17594.84938,2013.791507
17517.70687,3484.950308
15708.10078,6524.035724
17702.33776,5656.418408
new iteration,
523.6163831,524.6965574
646.0533663,802.3980436
3441.026745,481.3969059
4857.943501,440.7077229
5132.437788,550.8274063
6449.062195,662.5054611
6758.430624,885.981066
6991.567656,1101.469605
7075.537172,1555.4419
7188.801262,1994.612633
5563.265194,4137.348576
8131.046881,2127.331147
8149.103874,2675.538593
8658.970791,2610.69022
8884.592998,2847.975817
10460.56438,2334.670841
10636.80017,2560.236034
10704.64247,2949.392766
10882.04605,3296.183939
11149.66101,3526.916886
11594.54711,3921.753494
12618.53189,3402.6291
9740.333638,7173.489007
13737.22344,4176.070418
15653.63104,3791.815133
15675.64441,4218.78183
11385.35906,9080.998028
12772.42412,8103.943856
13728.07744,7510.132379
14675.26408,6978.088019
14934.05089,7149.486621
new iteration,
1023.892064,570.0304834
2014.087792,656.4707608
361.6303843,2760.379312
2302.416646,1289.623646
3646.730087,602.6754632
4061.918372,1223.65908
3443.695125,2568.57633
4958.224315,2320.693368
8169.548457,709.9567115
9026.682536,769.818026
3878.249796,6497.844265
9454.968589,1230.657359
9540.330478,1512.477412
10442.25433,1451.410736
8650.814798,3637.004419
11190.81562,1655.604894
12330.52276,893.9007025
13190.11704,668.1446356
13268.93812,1151.906047
13636.04204,1165.807228
10247.68035,5090.459338
15008.959,800.1124435
15781.24857,485.3849773
17325.90605,623.876803
16964.86347,2287.762591
17661.94022,2477.397859
new iteration,
930.6074646,662.1119274
2038.521052,580.0492315
3471.345708,437.9485174
5381.841586,588.1602912
5694.517247,666.9685159
8832.00852,653.3756732
12109.5809,679.0393837
12523.70217,793.2493038
13284.7306,482.2709437
14885.03424,791.6852814
15162.8968,928.3765809
15735.89482,903.4687257
15775.35109,1205.511213
16222.98449,1939.931248
16496.69421,2428.386038
16170.00857,3677.697116
16033.94522,5138.567959
14663.57239,7284.65801
new iteration,
92.97505635,493.268428
2431.522868,430.3768946
1118.923524,2374.591507
3595.036526,658.9936504
5760.272234,432.1052701
4990.500123,2619.702482
7819.879075,599.2450184
4899.450128,3859.320673
9543.613714,710.1567191
9733.001959,995.339606
11270.04891,574.1719534
12139.37074,605.1343541
12405.08527,2437.708467
14350.02911,872.3523886
15321.73426,449.2258686
17565.931,933.4038729
15500.26479,4093.357
new iteration,
539.2469019,934.3770273
1318.169678,469.8126854
410.9820987,2252.093957
3559.068694,2203.631202
4465.943842,2414.370421
6714.119881,687.3433326
5185.63049,2919.888396
7555.682313,2609.110128
10546.34717,600.6825508
11239.35648,927.7907499
11464.46611,1149.815583
11838.7671,1571.690408
10560.86183,3320.55728
14006.7593,663.5015541
10044.79244,5064.093754
17393.82268,675.1805336
15832.56618,4243.886852
new iteration,
740.980792,3023.574265
803.8253287,3525.902075
3297.092449,1499.25721
3357.109732,1800.488293
926.9434073,4758.14651
1341.718456,4721.435317
1979.109693,4509.897103
5920.147881,986.584258
6552.578863,893.7322625
7611.314281,2430.976654
13453.79195,696.0202324
15436.39409,575.3223431
14738.42017,2330.426817
17305.30068,481.699877
new iteration,
3650.277138,697.2369528
4947.531146,471.2517505
5298.782897,503.4303479
5779.90628,690.2273278
5902.880019,953.6985448
7409.35715,699.0848509
7517.115889,1174.258737
8375.27673,821.3896001
9806.299422,531.0074254
9866.825246,1002.84286
10377.11511,943.8036344
10618.65552,1029.753055
11454.87207,642.6702983
11732.58884,840.6578838
12072.46125,805.1792625
14359.50349,562.8729593
15099.31858,491.2973036
15177.27283,980.5690814
15531.71769,1047.739522
15598.61411,1559.930188
17962.10408,631.4297292
new iteration,
1012.636209,2141.026859
5689.371202,608.8075454
5704.291346,1190.090911
4892.598447,2498.440834
8761.835586,505.5293457
4947.468689,4911.721365
9108.387839,1090.545973
10486.66162,480.9678279
12832.59712,2366.989966
new iteration,
498.8385262,444.0851591
1206.023848,510.7641492
2105.114305,482.286182
638.5147578,2391.570753
2828.89774,2320.754244
5280.327183,436.1447145
6154.496503,439.7290504
5770.666809,2069.737748
8210.240142,817.1325679
8123.167742,2082.211904
12311.39518,552.0233506
12972.72235,703.9657661
15692.87523,4064.402483
new iteration,
645.8158423,610.3295868
850.5510118,867.1693315
2586.950601,674.2661349
2992.713407,619.1278653
1724.617519,2443.618264
7719.242218,482.7265524
8815.453769,573.3940355
10093.02176,503.7415566
10897.45051,563.4610272
11049.92474,2653.127508
12689.64532,2162.277052
15440.34867,630.11974
15667.88311,1261.077265
15641.20583,2637.986725
17259.3653,2164.961197
17877.96176,2581.993021
new iteration,
693.0918389,664.5138625
982.2685765,1337.860798
2389.484664,575.1897686
2675.650016,873.4715845
944.8930208,4908.399868
5181.419495,1249.956525
3691.639988,3316.641038
4444.74563,2967.868032
6464.928707,1282.59426
6888.281025,1392.711356
10741.57811,569.875831
11597.56554,458.3306403
11906.94513,493.5461989
12479.18676,550.0550546
13032.78217,526.1110358
15201.54018,658.9185964
15999.96729,941.9827476
16556.50258,830.6125094
17075.69405,716.335237
15488.68782,2841.166161
new iteration,
2087.508598,512.5543612
2480.062959,446.8958922
3094.478098,513.5793014
2530.094424,2457.969941
5853.901221,579.1055908
6127.52217,880.2012252
6243.569038,1218.498636
4572.237604,3309.488873
7584.544667,1197.85402
7856.928452,1436.242396
8854.701309,935.834298
9116.863916,1119.594895
9251.965227,1294.738503
9849.529597,1791.359331
11900.1619,657.7570055
11920.80136,1219.047392
7471.931351,6236.438254
12749.90179,1499.771447
10100.64992,4582.352732
16847.79219,604.217156
17934.68251,641.1548041
17986.80288,1153.883272
new iteration,
157.2277106,2493.047038
1259.105908,2727.234852
2904.920102,2224.718331
6591.695189,481.7853438
4886.290159,2530.258701
7573.297184,588.881512
7763.457443,780.2417812
10689.99457,853.7873691
8705.411485,3875.130775
12313.21751,757.0853689
12339.1409,1285.154657
15125.19003,631.6034932
16224.84775,2378.235907
16279.18313,2880.312756
17284.09914,2442.098307
new iteration,
193.3433577,456.9376446
314.3029745,762.9815455
2700.779918,628.0539585
1116.967809,2563.740945
3795.741872,1048.316139
3804.36477,1569.998966
6142.362627,583.9081191
8290.450126,533.7377979
8704.187923,455.7169915
3645.791678,5836.126711
9630.54732,620.4229252
9874.194105,745.6893009
10029.71379,1187.128707
10222.22886,1501.72835
11292.91091,825.1284785
13694.18811,806.2555443
14201.65857,863.620435
12994.1562,2891.372404
13033.67084,3320.747298
15221.60361,1649.777331
15452.44204,1823.704692
16691.38094,901.6231133
17641.15842,717.7453183
14367.0766,8960.839683
new iteration,
234.011183,480.2958476
2437.356,596.7309938
4742.726376,1114.7243
696.6551696,6437.844244
9796.640576,2709.008591
5802.29031,7548.168379
11515.2232,2429.147926
15420.47053,565.5154614
15865.98599,719.3931815
16945.68665,503.1024864
new iteration,
2837.604898,635.3361695
3162.438506,645.4923143
4081.939988,770.7933698
5528.410795,1164.129011
5183.716879,2692.686485
1376.159778,6864.514235
6776.81171,2499.603788
9114.864052,634.083178
10510.4402,434.0590941
12337.13625,719.5747239
13505.47342,672.4251617
14344.20983,526.9908504
14600.30312,739.8800731
16831.27801,639.5764602
17446.62591,626.0962867
17907.79307,2290.406871
new iteration,
290.1519072,563.1403656
591.4955853,659.9287584
1217.223276,563.7419937
5423.430793,703.2557954
7649.117048,1133.814877
8662.931925,915.1886332
7519.13373,4200.940617
11815.36806,1873.617345
8273.053585,5999.846261
11445.04805,3346.468362
11563.5183,3766.584137
10104.61481,5540.176274
15524.79109,496.1860896
16757.45896,666.3234799
16926.69196,1045.27587
15577.6789,2725.441643
17543.15604,1078.417026
17830.35061,1333.222934
16567.6671,3073.709557
new iteration,
143.1151984,434.609015
1659.414015,563.051322
1778.931497,895.5894508
2257.379641,957.8792742
2298.501504,1421.242912
2397.212385,1863.774731
3767.104581,1021.412433
4426.981809,1125.219113
5527.3322,969.6458202
4359.161636,3195.506997
7018.265584,955.5306015
5180.705289,3288.06625
8862.535579,802.2028895
8934.703419,1144.143367
9025.683551,1453.967114
5722.313404,5157.609553
8487.37134,2816.189394
10555.22605,1188.341001
10967.88595,1194.400159
11123.56073,1536.824545
11139.66304,2102.706741
11623.56705,2035.20376
14305.5994,829.7812968
14617.86613,1117.40248
12359.80995,3754.111578
14287.04188,2752.333241
15572.7219,2753.608529
new iteration,
982.1102449,458.4949957
2930.484311,663.6979906
1296.290669,2763.216985
4504.498336,447.4472231
5308.341275,568.5670057
5553.941716,673.0100671
6957.256721,511.4492173
8670.687723,549.5547151
10181.21744,547.7335578
10744.46252,564.1869915
9829.815223,2153.261875
12272.37676,494.5904709
13530.8364,2391.63826
15866.94174,584.9435167
16098.20417,847.5447467
17692.84766,489.4153296
new iteration,
1350.008574,658.7142326
1563.104121,775.8270435
3551.845605,2127.303394
6709.088036,719.8659332
7107.399342,897.1542649
7205.49484,1273.36813
10567.42062,445.0098308
10699.77034,762.5103403
11499.88373,590.9522469
12122.60665,534.7271359
13382.71139,654.6811375
13623.14897,2612.31227
16521.77794,715.0061068
17025.32477,616.8460752
17333.11469,728.5309486
17522.17084,1032.307217
new iteration,
1001.033185,438.2876413
415.7678893,2393.934984
2023.977309,1293.471442
2127.6968,1715.57061
2365.21722,2062.893123
3379.20773,1771.601188
1756.514165,3704.354198
5147.820425,1229.745319
5932.507079,805.2995838
2497.686626,4502.667389
5955.155749,1446.642755
6257.565744,1532.77702
