new iteration,
new iteration,
89.83036156,520.8335396
114.7077246,800.6391519
1124.799569,456.5097795
1341.666607,667.0076622
112.9226758,2157.499978
1916.143607,699.7534874
2844.7856,593.4681105
3649.238192,2173.140392
5402.931221,661.1333181
5702.378585,515.6125401
6446.711754,576.5038894
4886.49826,2286.441128
7095.598271,598.8684032
5961.482582,2264.948516
7861.795367,670.9611477
8506.021883,507.4795398
8747.933705,452.2342999
10629.99265,632.705413
10823.72413,902.2045744
11702.52645,614.3074068
11777.92537,1030.662426
12349.505,838.583812
12359.73857,944.2456596
12456.29855,1327.372305
10802.45569,3081.612313
12957.16201,1261.530569
11618.5148,2764.965149
13536.3759,1197.800079
11703.29614,3072.200059
14323.60769,1044.178271
14752.57606,709.4712572
16065.83497,544.024626
14156.51353,2513.346074
16687.0651,580.7702181
17549.03665,598.2641029
17792.29857,595.8832149
17907.0618,607.8868065
16296.67366,2620.727783
new iteration,
1281.155969,576.4953506
1481.113075,490.9992529
1694.515061,587.4341166
1694.808867,661.0765116
144.1069447,2671.103388
2325.618825,787.3010968
2579.956001,593.7255564
2581.080774,1114.517784
3558.816192,427.5114762
3694.550203,518.7891768
2313.14071,2142.245002
4037.525854,579.2246287
4298.203727,728.6794942
5157.894174,715.3449176
7687.993419,1182.639091
4592.515379,4280.635942
8209.916381,1112.036584
6741.177548,2797.91074
8701.765722,1002.009055
9373.075366,859.9235185
7614.443614,2857.383292
7615.534459,3277.110941
10127.07099,1528.462312
10317.1516,2139.216856
10662.67769,2233.382137
10840.70136,2471.922246
10963.59218,2409.031431
11096.03011,2710.410046
9359.088288,4528.472159
11638.39314,2540.071902
9484.03006,4754.434981
9798.42714,5000.440205
9905.396243,5177.927043
12478.49162,2698.347931
10111.82691,5370.061795
10200.32478,6027.759553
10606.12704,6007.136359
13628.787,3458.787823
10724.63902,6615.931896
15739.41952,2378.503619
16104.30233,2858.231734
13007.52546,6144.29745
10235.92104,9293.337578
13229.92374,6677.093672
13603.64604,6382.738237
14272.38508,5980.631523
14979.78605,5421.520057
11875.93191,8847.6766
16085.03928,4745.864884
16856.76983,4176.955621
new iteration,
565.291958,549.9464933
623.1370589,753.8774563
1334.567076,469.871349
1634.553611,653.8273296
1757.637583,607.3255151
376.853002,2378.212422
2635.065424,531.9632704
2937.946471,424.8666782
3041.959819,429.8318789
1355.109368,2452.13423
3114.976802,726.1991709
3191.312631,990.0006345
4451.321548,650.7786975
4982.100245,610.4326884
5834.11891,966.1202938
5865.395221,1180.467053
4584.541973,2737.425479
5368.269183,2153.176062
7138.667899,560.2667495
3753.62497,4305.309679
5720.806505,2458.128143
5766.330152,2684.76129
7781.403767,1755.418465
7709.553786,1848.235198
8001.22226,1933.064883
7632.676576,3156.969673
9936.952812,937.64731
10042.7915,1246.757892
11004.54043,727.1247863
7663.681786,4220.792214
8514.525655,3781.244871
11146.82318,1277.984566
8749.532158,4047.146492
11212.25782,1644.420829
8874.648553,4309.819195
11764.474,1560.525611
12459.0876,1296.846425
13290.78336,909.4788205
13584.87793,846.1259266
14456.38064,802.8154399
14539.83404,1086.162316
7650.846582,8178.829492
15484.1929,1164.689326
13646.54631,3124.493391
13764.45296,3250.510425
16280.10541,1081.930182
14534.88026,2887.155336
17330.69257,973.8481586
12560.64603,5796.250833
15427.38827,3210.598849
17704.48585,1210.033111
17949.009,1215.548284
17190.49998,2297.765053
17182.0356,2492.078573
new iteration,
1453.688119,635.9384938
1820.021746,437.4127414
3147.640703,727.799742
3154.893378,785.3605795
1875.048342,2436.693822
3480.783888,890.9582761
2852.24568,2193.283075
3117.977749,2281.05221
3779.552341,2817.87454
6117.050283,646.4490164
6383.549395,638.8803347
4696.688404,2385.741326
6564.94355,1038.876762
5256.824845,2626.664944
7342.438201,1053.206548
7714.923618,811.9000159
8272.001936,494.7050682
6574.00419,2593.249138
9008.89408,482.8713998
7150.544271,2642.679427
9369.421082,483.8026163
10028.33634,651.3287819
10034.3949,778.061856
9742.875655,2249.979012
10293.84782,2281.105178
12296.79597,596.1645335
13350.71591,545.8633659
13537.97327,857.4623029
14448.08163,557.4630243
14516.84132,646.0085934
13177.32079,2470.063903
15250.7041,859.3839572
15432.31804,978.8320644
14015.96917,2580.831507
16211.0763,840.2660129
16724.87444,1068.983976
15244.75126,2793.578589
17398.41642,759.9134273
17630.07078,772.1785864
16132.2353,2601.337512
16271.07537,2836.47238
14752.17825,4650.032576
17638.92453,2661.023976
new iteration,
608.0479646,609.4358547
1272.952565,512.2000034
1308.799806,785.7001551
1405.44621,944.420916
260.1299092,2221.687049
130.1524868,2783.572702
2556.32101,475.2910679
1033.692506,2472.401931
2760.811942,827.8351874
3295.457852,716.0382968
3386.094437,951.6993988
4087.572054,504.3469338
3134.372898,2442.657516
5083.020915,688.8504547
5090.454272,873.6615999
5959.347958,636.0404788
4629.298378,2350.631263
6727.563097,518.73528
6851.28313,614.4911392
7516.457481,634.597246
8757.647662,602.0709718
7345.774269,2487.081461
10443.38048,519.2792721
10599.51065,647.3036153
9002.013905,2349.023316
11106.14757,655.1771247
11231.03722,538.2506624
11622.86774,593.2743101
12096.14205,629.2516704
13529.68859,547.0242064
13939.98503,451.0503232
14096.02,457.6693022
12445.42392,2426.192669
12809.54169,2289.763815
14625.8076,820.8426763
14761.89163,830.0982513
13209.5466,2665.661676
13622.8584,2337.417125
16247.46341,645.9181855
16986.2931,574.7582118
15857.44035,2321.169488
17989.10375,631.8257145
16664.3625,2266.174504
15809.73388,4042.365239
new iteration,
154.3534433,627.2856335
661.6390768,466.4941576
1300.875024,618.3552143
2335.931464,733.4445429
2661.731955,1025.064573
2834.803997,924.1799166
3038.667741,1052.377926
3358.64579,1198.334158
1955.518196,2841.461753
3754.833411,1293.609927
2255.293416,2959.94075
3924.091247,1700.049476
2283.682818,3490.14594
2356.304656,3763.664981
4901.522347,1830.848049
3136.227748,3953.761218
5527.893531,1912.739454
6178.06884,1818.507811
6933.911078,1631.131113
7153.687419,1471.354771
7386.178917,1695.157808
4566.712257,4963.058496
7964.971899,2017.015788
8191.311844,2104.798856
5444.140723,4929.063836
8211.898335,2418.656954
5448.575098,5289.395519
6270.137167,4789.339595
9742.438464,1456.475246
7186.50372,4356.003595
4545.861706,7245.161562
11023.98736,827.0359113
8156.647786,4049.54443
11927.16867,622.6216028
12765.02042,488.6714747
12923.31131,500.900239
13096.5004,536.0719628
13286.96418,636.3178964
14369.44189,531.3494654
16168.14398,515.1349554
16295.09554,589.9957983
16563.27893,681.015598
17343.76601,714.0288485
16681.32547,4371.180115
new iteration,
156.7777427,489.7771384
732.9819288,536.4338639
890.769698,597.2793145
399.7855931,2214.38185
3127.544665,660.5126953
1608.16407,2422.629431
3575.773994,719.4391492
4931.47899,498.6864014
5533.475271,469.4155802
5738.757143,720.5469172
5517.274736,2258.354583
8098.754588,576.7653837
8216.030233,676.1472392
8251.880006,936.6414295
8855.928171,714.7007269
9045.294129,657.4384301
4290.396006,5770.184948
9679.575013,826.5761242
10260.1047,484.7491842
10743.929,617.0578512
10603.6278,2327.436833
